DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=1h,RNN,-0.4285,-0.2061,0.2,0.4614
800,1,T=1h,RNN,0.0,0.1077,0.2,0.3026
800,2,T=1h,RNN,0.1368,0.1289,0.33,0.3262
800,3,T=1h,RNN,0.3,0.3286,0.615,0.6567
800,4,T=1h,RNN,0.0,0.0068,0.615,0.6316
800,5,T=1h,RNN,0.3,0.3762,0.9,0.9482
800,6,T=1h,RNN,0.0,-0.0029,0.9,0.9002
800,7,T=1h,RNN,0.0,0.0022,0.9,0.9189
800,8,T=1h,RNN,0.0,0.012,0.9,0.9113
800,9,T=1h,RNN,0.0,0.009,0.9,0.9133
800,10,T=1h,RNN,0.0,-0.001,0.9,0.8956
800,11,T=1h,RNN,0.0,-0.0011,0.9,0.9052
800,12,T=1h,RNN,0.0,-0.0012,0.9,0.9045
800,13,T=1h,RNN,0.0,-0.0604,0.9,0.835
800,14,T=1h,RNN,-0.165,-0.3403,0.7263,0.5382
800,15,T=1h,RNN,-0.5,-0.5493,0.2,0.146
800,16,T=1h,RNN,0.0,0.0031,0.2,0.2027
800,17,T=1h,RNN,0.0,0.0063,0.2,0.202
800,18,T=1h,RNN,0.0,0.0067,0.2,0.2029
800,19,T=1h,RNN,0.0,0.0014,0.2,0.2032
800,20,T=1h,RNN,0.0,0.0014,0.2,0.203
800,21,T=1h,RNN,0.0,0.0144,0.2,0.2195
800,22,T=1h,RNN,0.1747,0.081,0.366,0.2821
800,23,T=1h,RNN,0.3,0.1494,0.651,0.4555
801,0,T=1h,RNN,-0.244,0.0557,0.2,0.4861
801,1,T=1h,RNN,0.0,0.0566,0.2,0.2465
801,2,T=1h,RNN,0.3,0.1372,0.485,0.3356
801,3,T=1h,RNN,0.1368,0.1466,0.615,0.6334
801,4,T=1h,RNN,0.3,0.3242,0.9,0.9028
801,5,T=1h,RNN,0.0,-0.0084,0.9,0.8984
801,6,T=1h,RNN,0.0,-0.0054,0.9,0.9147
