DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=24h,RNN,-0.4285,-0.2628,0.2,0.348
800,1,T=24h,RNN,0.0,-0.001,0.2,0.3505
800,2,T=24h,RNN,0.1368,0.0644,0.33,0.4412
800,3,T=24h,RNN,0.3,0.1916,0.615,0.6373
800,4,T=24h,RNN,0.0,0.1171,0.615,0.7608
800,5,T=24h,RNN,0.3,0.1159,0.9,0.8611
800,6,T=24h,RNN,0.0,0.0711,0.9,0.9171
800,7,T=24h,RNN,0.0,-0.0074,0.9,0.9218
800,8,T=24h,RNN,0.0,-0.0033,0.9,0.9098
800,9,T=24h,RNN,0.0,-0.0103,0.9,0.9077
800,10,T=24h,RNN,0.0,0.0096,0.9,0.9133
800,11,T=24h,RNN,0.0,0.006,0.9,0.9024
800,12,T=24h,RNN,0.0,0.0216,0.9,0.958
800,13,T=24h,RNN,0.0,-0.0644,0.9,0.8676
800,14,T=24h,RNN,-0.165,-0.215,0.7263,0.7151
800,15,T=24h,RNN,-0.5,-0.4132,0.2,0.2374
800,16,T=24h,RNN,0.0,-0.0213,0.2,0.223
800,17,T=24h,RNN,0.0,-0.0083,0.2,0.2262
800,18,T=24h,RNN,0.0,-0.0173,0.2,0.1821
800,19,T=24h,RNN,0.0,-0.0055,0.2,0.2183
800,20,T=24h,RNN,0.0,-0.0114,0.2,0.2004
800,21,T=24h,RNN,0.0,0.0169,0.2,0.2053
800,22,T=24h,RNN,0.1747,0.1507,0.366,0.3644
800,23,T=24h,RNN,0.3,0.2896,0.651,0.6352
801,0,T=24h,RNN,-0.244,-0.2807,0.2,0.2019
801,1,T=24h,RNN,0.0,0.0376,0.2,0.2386
801,2,T=24h,RNN,0.3,0.1518,0.485,0.3756
801,3,T=24h,RNN,0.1368,0.1192,0.615,0.5323
801,4,T=24h,RNN,0.3,0.2893,0.9,0.7389
801,5,T=24h,RNN,0.0,0.1811,0.9,0.893
801,6,T=24h,RNN,0.0,-0.0125,0.9,0.8999
801,7,T=24h,RNN,0.0,0.0176,0.9,0.9354
801,8,T=24h,RNN,0.0,0.0009,0.9,0.8765
801,9,T=24h,RNN,0.0,0.0009,0.9,0.9029
801,10,T=24h,RNN,0.0,0.0129,0.9,0.8858
801,11,T=24h,RNN,0.0,0.0195,0.9,0.9198
801,12,T=24h,RNN,0.0,-0.0046,0.9,0.9248
801,13,T=24h,RNN,0.0,0.0666,0.9,1.0
801,14,T=24h,RNN,-0.165,-0.1464,0.7263,0.8563
801,15,T=24h,RNN,-0.5,-0.3043,0.2,0.5746
801,16,T=24h,RNN,0.0,-0.3077,0.2,0.2457
801,17,T=24h,RNN,0.0,-0.0677,0.2,0.1692
801,18,T=24h,RNN,0.0,0.0315,0.2,0.204
801,19,T=24h,RNN,0.0,0.015,0.2,0.1998
801,20,T=24h,RNN,0.0,0.0061,0.2,0.2052
801,21,T=24h,RNN,0.0,0.0079,0.2,0.2203
801,22,T=24h,RNN,0.2704,0.1581,0.4569,0.3705
801,23,T=24h,RNN,0.0,0.1169,0.4569,0.4857
802,0,T=24h,RNN,0.0,0.2654,0.3523,0.6454
802,1,T=24h,RNN,0.3,0.2408,0.6373,0.873
802,2,T=24h,RNN,0.2765,0.0152,0.9,0.8814
802,3,T=24h,RNN,0.0,-0.0266,0.9,0.8768
802,4,T=24h,RNN,0.0,0.035,0.9,0.9022
802,5,T=24h,RNN,0.0,0.0137,0.9,0.8913
802,6,T=24h,RNN,0.0,-0.0053,0.9,0.8845
802,7,T=24h,RNN,0.0,0.0161,0.9,0.9064
802,8,T=24h,RNN,0.0,0.0108,0.9,0.909
802,9,T=24h,RNN,0.0,-0.0563,0.9,0.8283
802,10,T=24h,RNN,0.0,-0.0791,0.9,0.7511
802,11,T=24h,RNN,-0.5,-0.3716,0.3737,0.3529
802,12,T=24h,RNN,-0.165,-0.0693,0.2,0.2596
802,13,T=24h,RNN,0.0,-0.0758,0.2,0.1777
802,14,T=24h,RNN,0.0,0.0359,0.2,0.2183
802,15,T=24h,RNN,0.0,-0.0439,0.2,0.1643
802,16,T=24h,RNN,0.0,0.0145,0.2,0.1873
802,17,T=24h,RNN,0.0,-0.0007,0.2,0.2099
802,18,T=24h,RNN,0.0,-0.0089,0.2,0.2144
802,19,T=24h,RNN,0.0,0.0079,0.2,0.1933
802,20,T=24h,RNN,0.0,0.0432,0.2,0.2286
802,21,T=24h,RNN,0.0,-0.0023,0.2,0.2209
802,22,T=24h,RNN,0.0,-0.0,0.2,0.1984
802,23,T=24h,RNN,0.1603,0.1803,0.3523,0.4014
803,0,T=24h,RNN,-0.1095,0.0622,0.615,0.7933
803,1,T=24h,RNN,0.3,0.1746,0.9,0.9606
803,2,T=24h,RNN,0.0,-0.0351,0.9,0.9147
803,3,T=24h,RNN,0.0,-0.0276,0.9,0.8896
803,4,T=24h,RNN,0.0,0.026,0.9,0.9029
803,5,T=24h,RNN,0.0,-0.0027,0.9,0.9025
803,6,T=24h,RNN,0.0,0.0079,0.9,0.9271
803,7,T=24h,RNN,0.0,0.0085,0.9,0.909
803,8,T=24h,RNN,0.0,-0.0064,0.9,0.9091
803,9,T=24h,RNN,0.0,0.0039,0.9,0.8889
803,10,T=24h,RNN,0.0,-0.0034,0.9,0.9204
803,11,T=24h,RNN,0.0,-0.0111,0.9,0.8922
803,12,T=24h,RNN,-0.5,-0.4993,0.3737,0.3657
803,13,T=24h,RNN,-0.165,-0.1492,0.2,0.201
803,14,T=24h,RNN,0.0,-0.027,0.2,0.1521
803,15,T=24h,RNN,0.0,0.0044,0.2,0.1971
803,16,T=24h,RNN,0.0,-0.0006,0.2,0.2
803,17,T=24h,RNN,0.0,-0.0073,0.2,0.213
803,18,T=24h,RNN,0.0,0.0023,0.2,0.1956
803,19,T=24h,RNN,0.0,-0.0081,0.2,0.2121
803,20,T=24h,RNN,0.0,0.0021,0.2,0.2086
803,21,T=24h,RNN,0.0,0.0212,0.2,0.2168
803,22,T=24h,RNN,0.2582,0.227,0.4453,0.4326
803,23,T=24h,RNN,0.3,0.302,0.7303,0.7177
804,0,T=24h,RNN,0.0,0.2411,0.3763,0.6308
804,1,T=24h,RNN,0.3,0.1577,0.6613,0.7581
804,2,T=24h,RNN,0.2513,0.1541,0.9,0.9147
804,3,T=24h,RNN,0.0,-0.0187,0.9,0.9223
804,4,T=24h,RNN,0.0,0.0018,0.9,0.8975
804,5,T=24h,RNN,0.0,0.0189,0.9,0.9119
804,6,T=24h,RNN,0.0,-0.0277,0.9,0.8813
804,7,T=24h,RNN,0.0,-0.0055,0.9,0.888
804,8,T=24h,RNN,0.0,-0.0155,0.9,0.8977
804,9,T=24h,RNN,0.0,-0.0134,0.9,0.8723
804,10,T=24h,RNN,0.0,0.021,0.9,0.8731
804,11,T=24h,RNN,0.0,-0.0464,0.9,0.8949
804,12,T=24h,RNN,0.0,-0.0996,0.9,0.7978
804,13,T=24h,RNN,-0.5,-0.5442,0.3737,0.2159
804,14,T=24h,RNN,-0.165,-0.0257,0.2,0.1584
804,15,T=24h,RNN,0.0,0.0187,0.2,0.2213
804,16,T=24h,RNN,0.0,-0.019,0.2,0.2102
804,17,T=24h,RNN,0.0,0.0062,0.2,0.1942
804,18,T=24h,RNN,0.0,-0.0111,0.2,0.187
804,19,T=24h,RNN,0.0,0.0083,0.2,0.1898
804,20,T=24h,RNN,0.0,-0.0067,0.2,0.2163
804,21,T=24h,RNN,0.0,0.0113,0.2,0.2021
804,22,T=24h,RNN,0.0,-0.0083,0.2,0.1952
804,23,T=24h,RNN,0.1856,0.1711,0.3763,0.3917
805,0,T=24h,RNN,0.0,0.1292,0.3988,0.5709
805,1,T=24h,RNN,0.2276,0.2237,0.615,0.772
805,2,T=24h,RNN,0.3,0.1782,0.9,0.9263
805,3,T=24h,RNN,0.0,0.0157,0.9,0.9358
805,4,T=24h,RNN,0.0,0.0058,0.9,0.9261
805,5,T=24h,RNN,0.0,-0.0195,0.9,0.9254
805,6,T=24h,RNN,0.0,0.0058,0.9,0.9076
805,7,T=24h,RNN,0.0,-0.0155,0.9,0.8838
805,8,T=24h,RNN,0.0,-0.024,0.9,0.9079
805,9,T=24h,RNN,0.0,-0.0495,0.9,0.8482
805,10,T=24h,RNN,-0.165,-0.0193,0.7263,0.8306
805,11,T=24h,RNN,0.0,0.0246,0.7263,0.8662
805,12,T=24h,RNN,0.0,0.0613,0.7263,0.9135
805,13,T=24h,RNN,-0.5,-0.6009,0.2,0.299
805,14,T=24h,RNN,0.0,-0.1474,0.2,0.126
805,15,T=24h,RNN,0.0,0.0359,0.2,0.1836
805,16,T=24h,RNN,0.0,0.0466,0.2,0.1822
805,17,T=24h,RNN,0.0,-0.0067,0.2,0.1959
805,18,T=24h,RNN,0.0,0.0157,0.2,0.1702
805,19,T=24h,RNN,0.0,-0.0003,0.2,0.1987
805,20,T=24h,RNN,0.0,-0.015,0.2,0.19
805,21,T=24h,RNN,0.0,-0.0171,0.2,0.1808
805,22,T=24h,RNN,0.0,0.0885,0.2,0.2643
805,23,T=24h,RNN,0.2093,0.109,0.3988,0.39
806,0,T=24h,RNN,0.3,0.3749,0.6967,0.7349
806,1,T=24h,RNN,0.214,0.0728,0.9,0.8361
