DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=2h,RNN,-0.4285,-0.5144,0.2,0.1575
800,1,T=2h,RNN,0.0,0.1016,0.2,0.2568
800,2,T=2h,RNN,0.1368,0.1402,0.33,0.3368
800,3,T=2h,RNN,0.3,0.3263,0.615,0.6322
800,4,T=2h,RNN,0.0,0.0088,0.615,0.5831
800,5,T=2h,RNN,0.3,0.2774,0.9,0.9038
800,6,T=2h,RNN,0.0,-0.0084,0.9,0.87
800,7,T=2h,RNN,0.0,0.0029,0.9,0.9047
800,8,T=2h,RNN,0.0,0.0046,0.9,0.9033
800,9,T=2h,RNN,0.0,0.0021,0.9,0.9039
800,10,T=2h,RNN,0.0,0.0028,0.9,0.9015
800,11,T=2h,RNN,0.0,-0.0073,0.9,0.9022
800,12,T=2h,RNN,0.0,0.0006,0.9,0.9104
800,13,T=2h,RNN,0.0,-0.0382,0.9,0.8639
800,14,T=2h,RNN,-0.165,-0.3464,0.7263,0.5352
800,15,T=2h,RNN,-0.5,-0.5166,0.2,0.1789
800,16,T=2h,RNN,0.0,-0.0186,0.2,0.1866
800,17,T=2h,RNN,0.0,0.002,0.2,0.1983
800,18,T=2h,RNN,0.0,-0.0009,0.2,0.1985
800,19,T=2h,RNN,0.0,-0.0027,0.2,0.2034
800,20,T=2h,RNN,0.0,-0.002,0.2,0.1999
800,21,T=2h,RNN,0.0,0.0023,0.2,0.1996
800,22,T=2h,RNN,0.1747,0.1244,0.366,0.3097
800,23,T=2h,RNN,0.3,0.286,0.651,0.6396
801,0,T=2h,RNN,-0.244,-0.1593,0.2,0.2986
801,1,T=2h,RNN,0.0,0.0616,0.2,0.2446
801,2,T=2h,RNN,0.3,0.1365,0.485,0.3272
801,3,T=2h,RNN,0.1368,0.1374,0.615,0.6159
801,4,T=2h,RNN,0.3,0.2784,0.9,0.8869
801,5,T=2h,RNN,0.0,-0.0074,0.9,0.8851
801,6,T=2h,RNN,0.0,0.0024,0.9,0.9056
801,7,T=2h,RNN,0.0,-0.0009,0.9,0.8944
801,8,T=2h,RNN,0.0,0.0008,0.9,0.9151
801,9,T=2h,RNN,0.0,0.0027,0.9,0.9007
801,10,T=2h,RNN,0.0,0.003,0.9,0.8909
801,11,T=2h,RNN,0.0,-0.0052,0.9,0.8832
801,12,T=2h,RNN,0.0,-0.0023,0.9,0.8911
801,13,T=2h,RNN,0.0,-0.0024,0.9,0.8882
801,14,T=2h,RNN,-0.165,-0.2789,0.7263,0.6115
801,15,T=2h,RNN,-0.5,-0.438,0.2,0.2718
801,16,T=2h,RNN,0.0,-0.0055,0.2,0.1809
801,17,T=2h,RNN,0.0,-0.0058,0.2,0.1921
801,18,T=2h,RNN,0.0,-0.0234,0.2,0.1821
801,19,T=2h,RNN,0.0,-0.0056,0.2,0.1886
801,20,T=2h,RNN,0.0,-0.0007,0.2,0.2009
801,21,T=2h,RNN,0.0,0.0032,0.2,0.2018
801,22,T=2h,RNN,0.2704,0.1028,0.4569,0.2881
801,23,T=2h,RNN,0.0,0.0954,0.4569,0.5349
802,0,T=2h,RNN,0.0,-0.0101,0.3523,0.3285
802,1,T=2h,RNN,0.3,0.2562,0.6373,0.5905
802,2,T=2h,RNN,0.2765,0.0735,0.9,0.6968
802,3,T=2h,RNN,0.0,-0.0091,0.9,0.9008
802,4,T=2h,RNN,0.0,0.0016,0.9,0.9025
802,5,T=2h,RNN,0.0,-0.0006,0.9,0.8908
802,6,T=2h,RNN,0.0,0.0047,0.9,0.9086
802,7,T=2h,RNN,0.0,-0.0005,0.9,0.9026
802,8,T=2h,RNN,0.0,-0.0027,0.9,0.9086
802,9,T=2h,RNN,0.0,-0.0049,0.9,0.9021
802,10,T=2h,RNN,0.0,-0.0087,0.9,0.8883
802,11,T=2h,RNN,-0.5,-0.3297,0.3737,0.5571
802,12,T=2h,RNN,-0.165,-0.076,0.2,0.2992
802,13,T=2h,RNN,0.0,0.0055,0.2,0.2049
802,14,T=2h,RNN,0.0,0.0043,0.2,0.2011
802,15,T=2h,RNN,0.0,-0.0069,0.2,0.1904
802,16,T=2h,RNN,0.0,-0.0018,0.2,0.1969
802,17,T=2h,RNN,0.0,0.0063,0.2,0.2021
802,18,T=2h,RNN,0.0,0.0025,0.2,0.2087
802,19,T=2h,RNN,0.0,0.0153,0.2,0.2156
802,20,T=2h,RNN,0.0,0.0153,0.2,0.2199
802,21,T=2h,RNN,0.0,0.0537,0.2,0.2512
802,22,T=2h,RNN,0.0,0.0516,0.2,0.2515
802,23,T=2h,RNN,0.1603,0.2127,0.3523,0.4045
803,0,T=2h,RNN,-0.1095,0.011,0.615,0.7269
803,1,T=2h,RNN,0.3,0.2795,0.9,0.8898
803,2,T=2h,RNN,0.0,-0.0108,0.9,0.8889
803,3,T=2h,RNN,0.0,-0.0021,0.9,0.8975
803,4,T=2h,RNN,0.0,0.0002,0.9,0.9029
803,5,T=2h,RNN,0.0,0.0032,0.9,0.8989
803,6,T=2h,RNN,0.0,0.0003,0.9,0.8964
803,7,T=2h,RNN,0.0,-0.0006,0.9,0.9044
803,8,T=2h,RNN,0.0,-0.0041,0.9,0.8998
803,9,T=2h,RNN,0.0,0.0012,0.9,0.8994
803,10,T=2h,RNN,0.0,-0.0003,0.9,0.8866
803,11,T=2h,RNN,0.0,-0.2101,0.9,0.6644
803,12,T=2h,RNN,-0.5,-0.4902,0.3737,0.3673
803,13,T=2h,RNN,-0.165,-0.1117,0.2,0.2664
803,14,T=2h,RNN,0.0,0.0012,0.2,0.2012
803,15,T=2h,RNN,0.0,0.006,0.2,0.2027
803,16,T=2h,RNN,0.0,-0.0066,0.2,0.199
803,17,T=2h,RNN,0.0,-0.0042,0.2,0.1984
803,18,T=2h,RNN,0.0,-0.0039,0.2,0.2017
803,19,T=2h,RNN,0.0,-0.0129,0.2,0.1944
803,20,T=2h,RNN,0.0,0.0166,0.2,0.2134
803,21,T=2h,RNN,0.0,0.0355,0.2,0.2334
803,22,T=2h,RNN,0.2582,0.0899,0.4453,0.2863
803,23,T=2h,RNN,0.3,0.2589,0.7303,0.706
804,0,T=2h,RNN,0.0,0.0823,0.3763,0.4481
804,1,T=2h,RNN,0.3,0.2799,0.6613,0.6412
