DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=1h,GRU,-0.4285,-0.2738,0.2,0.3688
800,1,T=1h,GRU,0.0,0.1262,0.2,0.3116
800,2,T=1h,GRU,0.1368,0.1434,0.33,0.327
800,3,T=1h,GRU,0.3,0.2899,0.615,0.6124
800,4,T=1h,GRU,0.0,-1e-04,0.615,0.614
800,5,T=1h,GRU,0.3,0.3124,0.9,0.9219
800,6,T=1h,GRU,0.0,-0.0002,0.9,0.8969
800,7,T=1h,GRU,0.0,0.0013,0.9,0.9021
800,8,T=1h,GRU,0.0,-0.0086,0.9,0.9003
800,9,T=1h,GRU,0.0,-0.0011,0.9,0.9027
800,10,T=1h,GRU,0.0,-0.0027,0.9,0.8986
800,11,T=1h,GRU,0.0,-0.0022,0.9,0.8979
800,12,T=1h,GRU,0.0,-0.0017,0.9,0.8991
800,13,T=1h,GRU,0.0,-0.02,0.9,0.8797
800,14,T=1h,GRU,-0.165,-0.3573,0.7263,0.5184
800,15,T=1h,GRU,-0.5,-0.5252,0.2,0.1737
800,16,T=1h,GRU,0.0,0.0062,0.2,0.2043
800,17,T=1h,GRU,0.0,0.009,0.2,0.2124
800,18,T=1h,GRU,0.0,0.0092,0.2,0.2109
800,19,T=1h,GRU,0.0,0.0013,0.2,0.2
800,20,T=1h,GRU,0.0,0.0011,0.2,0.1992
800,21,T=1h,GRU,0.0,0.0144,0.2,0.2129
800,22,T=1h,GRU,0.1747,0.0941,0.366,0.3046
800,23,T=1h,GRU,0.3,0.1829,0.651,0.52
801,0,T=1h,GRU,-0.244,0.0171,0.2,0.464
801,1,T=1h,GRU,0.0,0.0441,0.2,0.2429
801,2,T=1h,GRU,0.3,0.1463,0.485,0.3376
801,3,T=1h,GRU,0.1368,0.1657,0.615,0.6399
801,4,T=1h,GRU,0.3,0.2888,0.9,0.8872
801,5,T=1h,GRU,0.0,-0.0005,0.9,0.8997
801,6,T=1h,GRU,0.0,0.0089,0.9,0.9058
801,7,T=1h,GRU,0.0,0.0161,0.9,0.9133
801,8,T=1h,GRU,0.0,-0.0017,0.9,0.9088
801,9,T=1h,GRU,0.0,-0.018,0.9,0.8847
801,10,T=1h,GRU,0.0,0.0007,0.9,0.9065
801,11,T=1h,GRU,0.0,-0.0014,0.9,0.8915
801,12,T=1h,GRU,0.0,-0.0037,0.9,0.8916
801,13,T=1h,GRU,0.0,-0.0114,0.9,0.8818
801,14,T=1h,GRU,-0.165,-0.2606,0.7263,0.6211
801,15,T=1h,GRU,-0.5,-0.4347,0.2,0.2723
801,16,T=1h,GRU,0.0,-0.0095,0.2,0.2027
801,17,T=1h,GRU,0.0,-0.0015,0.2,0.2059
801,18,T=1h,GRU,0.0,-0.0091,0.2,0.2034
801,19,T=1h,GRU,0.0,-0.0017,0.2,0.2019
801,20,T=1h,GRU,0.0,0.0011,0.2,0.1987
801,21,T=1h,GRU,0.0,0.0152,0.2,0.2155
801,22,T=1h,GRU,0.2704,0.0587,0.4569,0.2646
801,23,T=1h,GRU,0.0,0.2024,0.4569,0.6625
802,0,T=1h,GRU,0.0,0.081,0.3523,0.4274
802,1,T=1h,GRU,0.3,0.2185,0.6373,0.5651
802,2,T=1h,GRU,0.2765,0.0132,0.9,0.6472
802,3,T=1h,GRU,0.0,0.0021,0.9,0.8988
802,4,T=1h,GRU,0.0,-0.0023,0.9,0.898
802,5,T=1h,GRU,0.0,-0.0055,0.9,0.895
802,6,T=1h,GRU,0.0,-0.0048,0.9,0.8957
802,7,T=1h,GRU,0.0,0.0072,0.9,0.9062
802,8,T=1h,GRU,0.0,-0.0003,0.9,0.8997
802,9,T=1h,GRU,0.0,-0.0069,0.9,0.8944
802,10,T=1h,GRU,0.0,-0.0077,0.9,0.8933
802,11,T=1h,GRU,-0.5,-0.3307,0.3737,0.5484
802,12,T=1h,GRU,-0.165,-0.0929,0.2,0.2692
802,13,T=1h,GRU,0.0,-0.0029,0.2,0.1989
802,14,T=1h,GRU,0.0,0.009,0.2,0.2053
802,15,T=1h,GRU,0.0,0.0039,0.2,0.2009
802,16,T=1h,GRU,0.0,-0.0078,0.2,0.1977
802,17,T=1h,GRU,0.0,0.0035,0.2,0.2004
802,18,T=1h,GRU,0.0,0.0122,0.2,0.2104
802,19,T=1h,GRU,0.0,0.0052,0.2,0.2043
802,20,T=1h,GRU,0.0,0.0323,0.2,0.2324
802,21,T=1h,GRU,0.0,0.0524,0.2,0.2521
802,22,T=1h,GRU,0.0,0.0355,0.2,0.2352
802,23,T=1h,GRU,0.1603,0.2115,0.3523,0.3976
803,0,T=1h,GRU,-0.1095,0.0643,0.615,0.7888
803,1,T=1h,GRU,0.3,0.2948,0.9,0.8976
803,2,T=1h,GRU,0.0,-0.0115,0.9,0.8939
803,3,T=1h,GRU,0.0,-0.0007,0.9,0.8988
803,4,T=1h,GRU,0.0,-0.0005,0.9,0.8969
803,5,T=1h,GRU,0.0,-0.0027,0.9,0.8966
803,6,T=1h,GRU,0.0,-0.002,0.9,0.8985
803,7,T=1h,GRU,0.0,-0.0018,0.9,0.8977
803,8,T=1h,GRU,0.0,-0.0018,0.9,0.8991
803,9,T=1h,GRU,0.0,0.0031,0.9,0.9022
803,10,T=1h,GRU,0.0,0.0053,0.9,0.9015
803,11,T=1h,GRU,0.0,-0.2841,0.9,0.6052
803,12,T=1h,GRU,-0.5,-0.46,0.3737,0.4081
803,13,T=1h,GRU,-0.165,-0.1404,0.2,0.221
803,14,T=1h,GRU,0.0,-0.0144,0.2,0.1968
803,15,T=1h,GRU,0.0,0.0019,0.2,0.1996
803,16,T=1h,GRU,0.0,0.0016,0.2,0.1987
803,17,T=1h,GRU,0.0,0.0084,0.2,0.2015
803,18,T=1h,GRU,0.0,-0.0019,0.2,0.1941
803,19,T=1h,GRU,0.0,0.0013,0.2,0.1982
803,20,T=1h,GRU,0.0,0.0216,0.2,0.2266
803,21,T=1h,GRU,0.0,0.0325,0.2,0.2318
803,22,T=1h,GRU,0.2582,0.0816,0.4453,0.2811
803,23,T=1h,GRU,0.3,0.1196,0.7303,0.5566
804,0,T=1h,GRU,0.0,0.1214,0.3763,0.4963
804,1,T=1h,GRU,0.3,0.2726,0.6613,0.6412
804,2,T=1h,GRU,0.2513,0.0644,0.9,0.7181
804,3,T=1h,GRU,0.0,-0.0055,0.9,0.8946
804,4,T=1h,GRU,0.0,0.002,0.9,0.8972
804,5,T=1h,GRU,0.0,-0.0061,0.9,0.8925
804,6,T=1h,GRU,0.0,0.0011,0.9,0.8975
804,7,T=1h,GRU,0.0,0.0087,0.9,0.9066
804,8,T=1h,GRU,0.0,-0.002,0.9,0.8972
804,9,T=1h,GRU,0.0,0.0016,0.9,0.8993
804,10,T=1h,GRU,0.0,-0.0013,0.9,0.8979
