DIA,HORA,HORIZONTE,PRECIO,SOLAR,DEMANDA,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA,DIFERENCIA
800,0,T=2h,40.2544,0.0,0.7868,-0.4285,-0.4411,0.2,0.2399,0.0399
800,1,T=2h,23.5041,0.0,0.942,0.0,0.0647,0.2,0.3039,0.1039
800,2,T=2h,22.3374,0.0,0.898,0.0,-0.0656,0.2,0.2293,0.0293
800,3,T=2h,13.8331,0.0,1.0304,0.3,0.1202,0.485,0.3537,0.1313
800,4,T=2h,27.7393,0.0,1.4278,-0.2708,-0.316,0.2,0.0431,0.1569
800,5,T=2h,12.7073,0.0,1.5814,0.3,0.1996,0.485,0.2051,0.2799
800,6,T=2h,26.3239,0.0,1.5387,-0.2708,-0.2053,0.2,0.0342,0.1658
800,7,T=2h,25.7771,0.9437,1.7092,0.0,0.4649,0.2,0.4568,0.2568
800,8,T=2h,32.2552,1.8231,1.8257,0.3,0.1647,0.485,0.6137,0.1287
800,9,T=2h,41.8005,2.5782,1.7527,-0.0,-0.0614,0.485,0.5605,0.0755
800,10,T=2h,48.7529,3.1576,1.9687,0.254,0.4535,0.7263,0.9914,0.2651
800,11,T=2h,61.8545,3.5219,1.7887,0.0,0.0807,0.7263,1.1341,0.4078
800,12,T=2h,62.5557,3.6461,1.8562,0.0,-0.0196,0.7263,1.062,0.3357
800,13,T=2h,77.4934,3.5219,1.9699,0.0,-0.3238,0.7263,0.7414,0.0151
800,14,T=2h,82.7488,3.1576,1.7739,0.0,-0.3822,0.7263,0.3189,0.4074
800,15,T=2h,86.2517,2.5782,1.6626,-0.5,-0.1132,0.2,0.2389,0.0389
800,16,T=2h,73.7116,1.8231,1.6432,-0.0,0.0013,0.2,0.2296,0.0296
800,17,T=2h,74.8686,0.9437,1.8014,0.0,0.0019,0.2,0.1835,0.0165
800,18,T=2h,72.3279,0.0,1.7336,0.0,0.0169,0.2,0.2028,0.0028
800,19,T=2h,66.5983,0.0,1.3657,0.0,0.0053,0.2,0.198,0.002
800,20,T=2h,65.3841,0.0,1.3373,0.0,0.028,0.2,0.2273,0.0273
800,21,T=2h,55.9375,0.0,1.0619,0.0,0.0025,0.2,0.1905,0.0095
800,22,T=2h,43.1249,0.0,0.7571,0.1747,0.2002,0.366,0.3973,0.0313
800,23,T=2h,38.0937,0.0,0.883,0.3,0.3062,0.651,0.6556,0.0046
801,0,T=2h,32.2888,0.0,0.9064,-0.244,-0.268,0.2,0.2027,0.0027
801,1,T=2h,25.8137,0.0,1.2076,0.0,-0.1258,0.2,0.0811,0.1189
801,2,T=2h,20.4608,0.0,1.4102,0.0,0.1878,0.2,0.2614,0.0614
801,3,T=2h,21.8102,0.0,1.1422,0.0,-0.045,0.2,0.2181,0.0181
801,4,T=2h,14.6695,0.0,1.325,0.3,0.1712,0.485,0.3806,0.1044
801,5,T=2h,25.0595,0.0,1.3217,-0.2708,-0.3389,0.2,0.0167,0.1833
801,6,T=2h,23.1504,0.0,1.5797,0.3,0.3945,0.485,0.3902,0.0948
801,7,T=2h,39.0786,1.6989,1.3321,-0.2708,-0.0971,0.2,0.2998,0.0998
801,8,T=2h,36.1711,3.2821,1.6713,0.0,-0.0091,0.2,0.2845,0.0845
801,9,T=2h,42.9903,4.6416,1.9621,0.0,-0.0899,0.2,0.2017,0.0017
801,10,T=2h,50.4858,5.6847,1.8018,0.0,0.0009,0.2,0.1945,0.0055
801,11,T=2h,58.4946,6.3405,2.0661,0.0,-0.0442,0.2,0.1509,0.0491
801,12,T=2h,69.7363,6.5642,2.078,0.0,0.0226,0.2,0.1471,0.0529
801,13,T=2h,72.8907,6.3405,2.0698,0.0,0.0435,0.2,0.1995,0.0005
801,14,T=2h,81.189,5.6847,1.8569,0.0,0.0932,0.2,0.297,0.097
801,15,T=2h,81.4229,4.6416,1.9683,0.0,-0.0855,0.2,0.2094,0.0094
801,16,T=2h,80.0009,3.2821,2.0273,0.0,-0.0158,0.2,0.2026,0.0026
801,17,T=2h,79.6405,1.6989,1.5558,0.0,-0.0022,0.2,0.1926,0.0074
801,18,T=2h,79.2896,0.0,1.3995,0.0,0.0041,0.2,0.2007,0.0007
801,19,T=2h,71.8166,0.0,1.345,0.0,-0.0064,0.2,0.1882,0.0118
801,20,T=2h,63.6898,0.0,1.2913,0.0,0.0042,0.2,0.1789,0.0211
801,21,T=2h,56.7799,0.0,0.9919,0.0,-0.0025,0.2,0.2009,0.0009
801,22,T=2h,42.6528,0.0,0.9988,0.2704,0.126,0.4569,0.3002,0.1567
801,23,T=2h,49.9113,0.0,1.2354,0.0,0.1762,0.4569,0.488,0.0311
802,0,T=2h,27.5448,0.0,1.0945,-0.1447,-0.3001,0.2,0.1142,0.0858
802,1,T=2h,19.9519,0.0,1.0301,0.0,0.0146,0.2,0.1403,0.0597
802,2,T=2h,26.5343,0.0,1.2659,0.0,-0.0779,0.2,0.0691,0.1309
802,3,T=2h,30.5707,0.0,1.3182,0.3,0.3538,0.485,0.4158,0.0692
802,4,T=2h,40.6255,0.0,1.3683,-0.2708,-0.1505,0.2,0.2663,0.0663
802,5,T=2h,39.8136,0.0,1.1939,0.3,0.2515,0.485,0.4795,0.0055
802,6,T=2h,50.0974,0.0,1.6175,-0.0,0.0171,0.485,0.5217,0.0367
802,7,T=2h,56.2074,1.2888,1.5991,-0.0,0.0021,0.485,0.502,0.017
802,8,T=2h,62.6442,2.4897,1.6908,-0.0,-0.1508,0.485,0.3406,0.1444
802,9,T=2h,69.7438,3.521,1.7512,-0.0,-0.1802,0.485,0.1934,0.2916
802,10,T=2h,73.6698,4.3123,1.9073,-0.0,0.0687,0.485,0.2476,0.2374
802,11,T=2h,82.0356,4.8098,1.8891,-0.2708,-0.1181,0.2,0.1265,0.0735
802,12,T=2h,78.3693,4.9795,2.0255,0.0,0.1096,0.2,0.2338,0.0338
802,13,T=2h,77.3131,4.8098,1.957,0.0,-0.1117,0.2,0.1369,0.0631
802,14,T=2h,67.4669,4.3123,1.9661,0.0,0.027,0.2,0.1654,0.0346
802,15,T=2h,73.549,3.521,1.9365,0.0,0.021,0.2,0.2163,0.0163
802,16,T=2h,56.199,2.4897,1.7058,0.0,-0.0044,0.2,0.1866,0.0134
802,17,T=2h,55.9947,1.2888,1.5188,0.0,0.0091,0.2,0.1902,0.0098
802,18,T=2h,53.1088,0.0,1.199,0.0,0.0107,0.2,0.2094,0.0094
802,19,T=2h,46.275,0.0,1.4862,0.0,-0.0125,0.2,0.1913,0.0087
802,20,T=2h,27.5966,0.0,1.2618,0.0,0.0095,0.2,0.1967,0.0033
802,21,T=2h,26.5679,0.0,1.12,0.0,-0.0187,0.2,0.2052,0.0052
802,22,T=2h,26.0669,0.0,1.2428,0.0,0.12,0.2,0.3128,0.1128
802,23,T=2h,18.9097,0.0,0.8238,0.1603,0.1383,0.3523,0.4281,0.0758
803,0,T=2h,23.384,0.0,1.0193,-0.5,-0.6757,0.204,0.0425,0.1615
803,1,T=2h,11.1151,0.0,1.0352,0.3,0.3536,0.489,0.3968,0.0922
803,2,T=2h,24.5385,0.0,0.9975,0.0,0.0011,0.489,0.3818,0.1072
803,3,T=2h,27.6302,0.0,1.2281,-0.2745,-0.0386,0.2,0.3368,0.1368
803,4,T=2h,25.877,0.0,1.5374,0.3,0.3563,0.485,0.6881,0.2031
803,5,T=2h,36.2162,0.0,1.1841,0.0,0.0939,0.485,0.7527,0.2677
803,6,T=2h,39.684,0.0,1.3171,0.254,0.1613,0.7263,0.9119,0.1856
803,7,T=2h,52.797,1.4356,1.8147,0.0,-0.0847,0.7263,0.8334,0.1071
803,8,T=2h,62.09,2.7734,1.8683,-0.5,-0.0603,0.2,0.7564,0.5564
803,9,T=2h,61.9113,3.9222,2.1042,-0.0,-0.2038,0.2,0.5528,0.3528
803,10,T=2h,66.7806,4.8037,2.2166,0.3,0.0825,0.485,0.6498,0.1648
803,11,T=2h,80.8928,5.3578,2.0991,-0.0,-0.0281,0.485,0.6204,0.1354
803,12,T=2h,87.0047,5.5468,1.8281,-0.2708,-0.3137,0.2,0.2793,0.0793
803,13,T=2h,81.9581,5.3578,2.0363,0.0,-0.0256,0.2,0.2597,0.0597
803,14,T=2h,80.9513,4.8037,1.8809,0.0,-0.0395,0.2,0.2115,0.0115
803,15,T=2h,74.0923,3.9222,1.9288,0.0,0.0052,0.2,0.2238,0.0238
803,16,T=2h,71.1511,2.7734,1.6405,0.0,-0.0021,0.2,0.2189,0.0189
803,17,T=2h,65.452,1.4356,1.7122,0.0,0.0057,0.2,0.2009,0.0009
803,18,T=2h,55.9796,0.0,1.6103,0.0,0.0027,0.2,0.199,0.001
803,19,T=2h,54.3129,0.0,1.4154,0.0,0.0059,0.2,0.2043,0.0043
803,20,T=2h,41.8979,0.0,1.3157,0.0,-0.0069,0.2,0.2042,0.0042
803,21,T=2h,35.2912,0.0,1.259,0.0,0.0091,0.2,0.2032,0.0032
803,22,T=2h,27.3845,0.0,0.9566,0.2582,0.2932,0.4453,0.4944,0.0491
803,23,T=2h,23.2516,0.0,1.0658,0.3,0.2814,0.7303,0.7539,0.0236
804,0,T=2h,24.5012,0.0,1.1382,-0.1675,-0.1013,0.2,0.2584,0.0584
804,1,T=2h,17.8067,0.0,1.2352,0.0,-0.049,0.2,0.2027,0.0027
804,2,T=2h,23.6967,0.0,0.9441,0.0,-0.082,0.2,0.1197,0.0803
804,3,T=2h,29.1898,0.0,1.0876,0.0,0.111,0.2,0.2181,0.0181
804,4,T=2h,29.8566,0.0,1.5103,0.0,0.1134,0.2,0.3341,0.1341
804,5,T=2h,33.0036,0.0,1.0768,0.0,0.073,0.2,0.3779,0.1779
804,6,T=2h,37.11,0.0,1.4873,0.0,0.0009,0.2,0.3706,0.1706
804,7,T=2h,41.2356,1.6025,1.6518,0.3,0.3045,0.485,0.6654,0.1804
