DIA,HORA,HORIZONTE,PRECIO,SOLAR,DEMANDA,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA,DIFERENCIA
800,0,T=2h,40.2544,0.0,0.7868,-0.4285,-0.0667,0.2,0.602,0.402
800,1,T=2h,23.5041,0.0,0.942,0.0,-0.1222,0.2,0.4686,0.2686
800,2,T=2h,22.3374,0.0,0.898,0.0,-0.3859,0.2,0.0959,0.1041
800,3,T=2h,13.8331,0.0,1.0304,0.3,0.2873,0.485,0.3784,0.1066
800,4,T=2h,27.7393,0.0,1.4278,-0.2708,0.1207,0.2,0.5135,0.3135
800,5,T=2h,12.7073,0.0,1.5814,0.3,0.0804,0.485,0.5532,0.0682
800,6,T=2h,26.3239,0.0,1.5387,-0.2708,-0.2991,0.2,0.3225,0.1225
800,7,T=2h,25.7771,0.9437,1.7092,0.0,0.2629,0.2,0.5162,0.3162
800,8,T=2h,32.2552,1.8231,1.8257,0.3,-0.0749,0.485,0.4313,0.0537
800,9,T=2h,41.8005,2.5782,1.7527,-0.0,0.0645,0.485,0.5224,0.0374
800,10,T=2h,48.7529,3.1576,1.9687,0.254,-0.1183,0.7263,0.3591,0.3672
800,11,T=2h,61.8545,3.5219,1.7887,0.0,0.1598,0.7263,0.5329,0.1934
800,12,T=2h,62.5557,3.6461,1.8562,0.0,-0.2146,0.7263,0.3122,0.4141
800,13,T=2h,77.4934,3.5219,1.9699,0.0,-0.0361,0.7263,0.2606,0.4657
800,14,T=2h,82.7488,3.1576,1.7739,0.0,-0.07,0.7263,0.1958,0.5305
800,15,T=2h,86.2517,2.5782,1.6626,-0.5,0.0083,0.2,0.1949,0.0051
800,16,T=2h,73.7116,1.8231,1.6432,-0.0,-0.0008,0.2,0.2033,0.0033
800,17,T=2h,74.8686,0.9437,1.8014,0.0,-0.0011,0.2,0.2145,0.0145
800,18,T=2h,72.3279,0.0,1.7336,0.0,-0.0019,0.2,0.2193,0.0193
800,19,T=2h,66.5983,0.0,1.3657,0.0,0.0061,0.2,0.2086,0.0086
800,20,T=2h,65.3841,0.0,1.3373,0.0,0.0027,0.2,0.217,0.017
