DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=2h,LSTM,-0.4285,-0.5347,0.2,0.1141
800,1,T=2h,LSTM,0.0,0.1515,0.2,0.3165
800,2,T=2h,LSTM,0.1368,0.1381,0.33,0.3292
800,3,T=2h,LSTM,0.3,0.299,0.615,0.6232
800,4,T=2h,LSTM,0.0,-0.0591,0.615,0.5509
800,5,T=2h,LSTM,0.3,0.3505,0.9,0.9498
800,6,T=2h,LSTM,0.0,-0.0038,0.9,0.896
800,7,T=2h,LSTM,0.0,0.0008,0.9,0.9023
800,8,T=2h,LSTM,0.0,0.0025,0.9,0.9086
800,9,T=2h,LSTM,0.0,1e-04,0.9,0.907
800,10,T=2h,LSTM,0.0,0.0027,0.9,0.9047
800,11,T=2h,LSTM,0.0,-0.0022,0.9,0.9001
800,12,T=2h,LSTM,0.0,0.0006,0.9,0.9085
800,13,T=2h,LSTM,0.0,-0.0252,0.9,0.8652
800,14,T=2h,LSTM,-0.165,-0.3673,0.7263,0.515
800,15,T=2h,LSTM,-0.5,-0.4858,0.2,0.2124
800,16,T=2h,LSTM,0.0,0.011,0.2,0.2038
800,17,T=2h,LSTM,0.0,-0.0013,0.2,0.2009
800,18,T=2h,LSTM,0.0,-0.0043,0.2,0.1992
800,19,T=2h,LSTM,0.0,-0.006,0.2,0.1976
800,20,T=2h,LSTM,0.0,-0.0047,0.2,0.2024
800,21,T=2h,LSTM,0.0,-0.0071,0.2,0.1942
800,22,T=2h,LSTM,0.1747,0.1002,0.366,0.286
800,23,T=2h,LSTM,0.3,0.3367,0.651,0.6888
801,0,T=2h,LSTM,-0.244,-0.1597,0.2,0.2852
801,1,T=2h,LSTM,0.0,0.0115,0.2,0.2001
801,2,T=2h,LSTM,0.3,0.1576,0.485,0.353
801,3,T=2h,LSTM,0.1368,0.1218,0.615,0.5946
801,4,T=2h,LSTM,0.3,0.3071,0.9,0.9038
801,5,T=2h,LSTM,0.0,-0.0053,0.9,0.8956
801,6,T=2h,LSTM,0.0,-0.0021,0.9,0.9039
801,7,T=2h,LSTM,0.0,-0.0103,0.9,0.8943
801,8,T=2h,LSTM,0.0,0.0051,0.9,0.9016
801,9,T=2h,LSTM,0.0,-0.0045,0.9,0.8935
801,10,T=2h,LSTM,0.0,-0.0029,0.9,0.8988
801,11,T=2h,LSTM,0.0,-0.0057,0.9,0.8899
801,12,T=2h,LSTM,0.0,-0.005,0.9,0.8922
801,13,T=2h,LSTM,0.0,0.0002,0.9,0.9062
801,14,T=2h,LSTM,-0.165,-0.2703,0.7263,0.6086
801,15,T=2h,LSTM,-0.5,-0.4841,0.2,0.2218
801,16,T=2h,LSTM,0.0,-0.0114,0.2,0.1749
801,17,T=2h,LSTM,0.0,-0.0042,0.2,0.19
801,18,T=2h,LSTM,0.0,-0.0065,0.2,0.192
801,19,T=2h,LSTM,0.0,0.002,0.2,0.2023
801,20,T=2h,LSTM,0.0,-0.0079,0.2,0.196
801,21,T=2h,LSTM,0.0,-0.0077,0.2,0.1957
801,22,T=2h,LSTM,0.2704,0.0899,0.4569,0.2757
801,23,T=2h,LSTM,0.0,0.0232,0.4569,0.493
802,0,T=2h,LSTM,0.0,0.0042,0.3523,0.3381
802,1,T=2h,LSTM,0.3,0.259,0.6373,0.6041
802,2,T=2h,LSTM,0.2765,0.0605,0.9,0.6942
802,3,T=2h,LSTM,0.0,0.0032,0.9,0.8974
802,4,T=2h,LSTM,0.0,-0.0018,0.9,0.8983
802,5,T=2h,LSTM,0.0,0.0014,0.9,0.8958
802,6,T=2h,LSTM,0.0,0.0013,0.9,0.8996
802,7,T=2h,LSTM,0.0,0.0047,0.9,0.905
802,8,T=2h,LSTM,0.0,0.0029,0.9,0.9083
802,9,T=2h,LSTM,0.0,-0.0025,0.9,0.9027
802,10,T=2h,LSTM,0.0,-0.0049,0.9,0.8997
802,11,T=2h,LSTM,-0.5,-0.3625,0.3737,0.5198
802,12,T=2h,LSTM,-0.165,-0.0937,0.2,0.2805
