DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=1h,LSTM,-0.4285,-0.2575,0.2,0.3737
800,1,T=1h,LSTM,0.0,0.107,0.2,0.3036
800,2,T=1h,LSTM,0.1368,0.1411,0.33,0.3411
800,3,T=1h,LSTM,0.3,0.2987,0.615,0.6175
800,4,T=1h,LSTM,0.0,0.0161,0.615,0.6175
800,5,T=1h,LSTM,0.3,0.334,0.9,0.9515
800,6,T=1h,LSTM,0.0,-0.0018,0.9,0.8944
800,7,T=1h,LSTM,0.0,0.0048,0.9,0.899
800,8,T=1h,LSTM,0.0,0.0014,0.9,0.8998
800,9,T=1h,LSTM,0.0,-0.0003,0.9,0.9018
800,10,T=1h,LSTM,0.0,0.0003,0.9,0.901
800,11,T=1h,LSTM,0.0,0.0127,0.9,0.9088
800,12,T=1h,LSTM,0.0,0.0154,0.9,0.9105
800,13,T=1h,LSTM,0.0,-0.0557,0.9,0.8437
800,14,T=1h,LSTM,-0.165,-0.3457,0.7263,0.5256
800,15,T=1h,LSTM,-0.5,-0.5171,0.2,0.2098
800,16,T=1h,LSTM,0.0,-0.0023,0.2,0.2011
800,17,T=1h,LSTM,0.0,0.0042,0.2,0.2042
800,18,T=1h,LSTM,0.0,0.0046,0.2,0.1988
800,19,T=1h,LSTM,0.0,-0.0064,0.2,0.1943
800,20,T=1h,LSTM,0.0,-0.0057,0.2,0.1953
800,21,T=1h,LSTM,0.0,0.0006,0.2,0.2095
800,22,T=1h,LSTM,0.1747,0.093,0.366,0.2962
800,23,T=1h,LSTM,0.3,0.1979,0.651,0.5829
801,0,T=1h,LSTM,-0.244,0.003,0.2,0.4446
801,1,T=1h,LSTM,0.0,0.0437,0.2,0.234
801,2,T=1h,LSTM,0.3,0.1427,0.485,0.3433
801,3,T=1h,LSTM,0.1368,0.1766,0.615,0.6453
801,4,T=1h,LSTM,0.3,0.2951,0.9,0.9086
801,5,T=1h,LSTM,0.0,0.0002,0.9,0.8997
801,6,T=1h,LSTM,0.0,0.0031,0.9,0.8956
801,7,T=1h,LSTM,0.0,-0.0003,0.9,0.9039
801,8,T=1h,LSTM,0.0,-0.0005,0.9,0.8985
801,9,T=1h,LSTM,0.0,-0.0083,0.9,0.8946
801,10,T=1h,LSTM,0.0,-0.0168,0.9,0.8755
801,11,T=1h,LSTM,0.0,-0.0104,0.9,0.8832
801,12,T=1h,LSTM,0.0,-0.0023,0.9,0.8947
801,13,T=1h,LSTM,0.0,-0.0066,0.9,0.8957
801,14,T=1h,LSTM,-0.165,-0.2549,0.7263,0.6283
801,15,T=1h,LSTM,-0.5,-0.4465,0.2,0.2608
801,16,T=1h,LSTM,0.0,-0.0026,0.2,0.2119
801,17,T=1h,LSTM,0.0,0.0102,0.2,0.2054
801,18,T=1h,LSTM,0.0,0.0293,0.2,0.2106
801,19,T=1h,LSTM,0.0,0.0048,0.2,0.1973
801,20,T=1h,LSTM,0.0,-0.0048,0.2,0.1971
801,21,T=1h,LSTM,0.0,-0.0014,0.2,0.2103
801,22,T=1h,LSTM,0.2704,0.0643,0.4569,0.2631
801,23,T=1h,LSTM,0.0,0.1772,0.4569,0.6592
802,0,T=1h,LSTM,0.0,0.0844,0.3523,0.4218
802,1,T=1h,LSTM,0.3,0.1959,0.6373,0.5301
802,2,T=1h,LSTM,0.2765,0.0141,0.9,0.6387
802,3,T=1h,LSTM,0.0,-0.0053,0.9,0.8995
802,4,T=1h,LSTM,0.0,-0.0063,0.9,0.9023
802,5,T=1h,LSTM,0.0,-0.0121,0.9,0.8987
802,6,T=1h,LSTM,0.0,0.0011,0.9,0.8985
802,7,T=1h,LSTM,0.0,0.008,0.9,0.9064
802,8,T=1h,LSTM,0.0,0.0052,0.9,0.9017
802,9,T=1h,LSTM,0.0,-0.0154,0.9,0.8863
802,10,T=1h,LSTM,0.0,-0.0111,0.9,0.8945
802,11,T=1h,LSTM,-0.5,-0.3189,0.3737,0.5588
802,12,T=1h,LSTM,-0.165,-0.0824,0.2,0.2861
802,13,T=1h,LSTM,0.0,-0.008,0.2,0.1994
802,14,T=1h,LSTM,0.0,-0.0099,0.2,0.2085
802,15,T=1h,LSTM,0.0,-0.001,0.2,0.2067
802,16,T=1h,LSTM,0.0,-0.0009,0.2,0.2027
802,17,T=1h,LSTM,0.0,0.0003,0.2,0.1973
802,18,T=1h,LSTM,0.0,0.0012,0.2,0.2014
802,19,T=1h,LSTM,0.0,0.0056,0.2,0.2024
802,20,T=1h,LSTM,0.0,0.0369,0.2,0.2271
802,21,T=1h,LSTM,0.0,0.0578,0.2,0.2491
802,22,T=1h,LSTM,0.0,0.0386,0.2,0.2288
802,23,T=1h,LSTM,0.1603,0.2223,0.3523,0.4296
803,0,T=1h,LSTM,-0.1095,0.0314,0.615,0.7527
803,1,T=1h,LSTM,0.3,0.3435,0.9,0.9578
803,2,T=1h,LSTM,0.0,-0.0007,0.9,0.8979
803,3,T=1h,LSTM,0.0,-0.0036,0.9,0.8995
803,4,T=1h,LSTM,0.0,-0.0013,0.9,0.8945
803,5,T=1h,LSTM,0.0,-0.0106,0.9,0.8993
803,6,T=1h,LSTM,0.0,-0.0076,0.9,0.902
803,7,T=1h,LSTM,0.0,0.0054,0.9,0.9019
803,8,T=1h,LSTM,0.0,0.0167,0.9,0.9098
803,9,T=1h,LSTM,0.0,0.0119,0.9,0.9044
803,10,T=1h,LSTM,0.0,0.0025,0.9,0.8955
803,11,T=1h,LSTM,0.0,-0.2496,0.9,0.6301
803,12,T=1h,LSTM,-0.5,-0.4593,0.3737,0.4098
803,13,T=1h,LSTM,-0.165,-0.1819,0.2,0.1814
803,14,T=1h,LSTM,0.0,-0.0092,0.2,0.2007
803,15,T=1h,LSTM,0.0,-0.0014,0.2,0.2049
803,16,T=1h,LSTM,0.0,0.0021,0.2,0.2021
803,17,T=1h,LSTM,0.0,0.006,0.2,0.204
803,18,T=1h,LSTM,0.0,-0.0086,0.2,0.1858
803,19,T=1h,LSTM,0.0,-0.0099,0.2,0.1878
803,20,T=1h,LSTM,0.0,0.0286,0.2,0.2239
803,21,T=1h,LSTM,0.0,0.0412,0.2,0.2345
803,22,T=1h,LSTM,0.2582,0.0858,0.4453,0.2802
803,23,T=1h,LSTM,0.3,0.1447,0.7303,0.5706
804,0,T=1h,LSTM,0.0,0.125,0.3763,0.4826
804,1,T=1h,LSTM,0.3,0.2437,0.6613,0.6049
804,2,T=1h,LSTM,0.2513,0.0525,0.9,0.7008
804,3,T=1h,LSTM,0.0,-0.0077,0.9,0.8969
804,4,T=1h,LSTM,0.0,-0.0044,0.9,0.8956
804,5,T=1h,LSTM,0.0,-0.0124,0.9,0.8955
804,6,T=1h,LSTM,0.0,-0.0046,0.9,0.9005
804,7,T=1h,LSTM,0.0,0.0008,0.9,0.9041
804,8,T=1h,LSTM,0.0,0.0129,0.9,0.9095
804,9,T=1h,LSTM,0.0,0.001,0.9,0.8968
804,10,T=1h,LSTM,0.0,0.0016,0.9,0.8977
804,11,T=1h,LSTM,0.0,-0.0137,0.9,0.8939
804,12,T=1h,LSTM,0.0,-0.1888,0.9,0.7009
804,13,T=1h,LSTM,-0.5,-0.4327,0.3737,0.433
804,14,T=1h,LSTM,-0.165,-0.1498,0.2,0.2146
804,15,T=1h,LSTM,0.0,-0.0028,0.2,0.2011
804,16,T=1h,LSTM,0.0,0.0042,0.2,0.2039
804,17,T=1h,LSTM,0.0,-0.0012,0.2,0.1954
804,18,T=1h,LSTM,0.0,-0.0013,0.2,0.1961
804,19,T=1h,LSTM,0.0,-0.0088,0.2,0.1887
804,20,T=1h,LSTM,0.0,0.0433,0.2,0.2405
804,21,T=1h,LSTM,0.0,0.0308,0.2,0.2261
804,22,T=1h,LSTM,0.0,0.0324,0.2,0.2247
804,23,T=1h,LSTM,0.1856,0.0736,0.3763,0.2666
805,0,T=1h,LSTM,0.0,0.1477,0.3988,0.5271
805,1,T=1h,LSTM,0.2276,0.1628,0.615,0.5421
805,2,T=1h,LSTM,0.3,0.1782,0.9,0.786
805,3,T=1h,LSTM,0.0,0.0028,0.9,0.9015
805,4,T=1h,LSTM,0.0,-0.0068,0.9,0.9023
