DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=4h,LSTM,-0.4285,-0.5795,0.2,0.059
800,1,T=4h,LSTM,0.0,0.1008,0.2,0.265
800,2,T=4h,LSTM,0.1368,0.1002,0.33,0.3305
800,3,T=4h,LSTM,0.3,0.3505,0.615,0.6598
800,4,T=4h,LSTM,0.0,-0.0351,0.615,0.5778
800,5,T=4h,LSTM,0.3,0.3434,0.9,0.8814
800,6,T=4h,LSTM,0.0,-0.0119,0.9,0.8931
800,7,T=4h,LSTM,0.0,0.0046,0.9,0.9012
800,8,T=4h,LSTM,0.0,0.0062,0.9,0.9087
800,9,T=4h,LSTM,0.0,0.0016,0.9,0.9055
800,10,T=4h,LSTM,0.0,0.0044,0.9,0.8991
800,11,T=4h,LSTM,0.0,0.0017,0.9,0.8928
800,12,T=4h,LSTM,0.0,0.0018,0.9,0.897
800,13,T=4h,LSTM,0.0,-0.0216,0.9,0.8813
800,14,T=4h,LSTM,-0.165,-0.3466,0.7263,0.5554
800,15,T=4h,LSTM,-0.5,-0.533,0.2,0.1772
800,16,T=4h,LSTM,0.0,0.0261,0.2,0.218
800,17,T=4h,LSTM,0.0,-0.0037,0.2,0.1883
800,18,T=4h,LSTM,0.0,-0.0019,0.2,0.1968
800,19,T=4h,LSTM,0.0,-0.0109,0.2,0.1944
800,20,T=4h,LSTM,0.0,-0.0074,0.2,0.194
800,21,T=4h,LSTM,0.0,0.0065,0.2,0.2029
800,22,T=4h,LSTM,0.1747,0.1224,0.366,0.3234
800,23,T=4h,LSTM,0.3,0.2968,0.651,0.6529
801,0,T=4h,LSTM,-0.244,-0.1552,0.2,0.2956
801,1,T=4h,LSTM,0.0,0.0583,0.2,0.2435
801,2,T=4h,LSTM,0.3,0.1794,0.485,0.3817
801,3,T=4h,LSTM,0.1368,0.2034,0.615,0.6678
801,4,T=4h,LSTM,0.3,0.2671,0.9,0.8564
801,5,T=4h,LSTM,0.0,-0.0102,0.9,0.87
801,6,T=4h,LSTM,0.0,0.0118,0.9,0.9077
801,7,T=4h,LSTM,0.0,-0.0044,0.9,0.9054
801,8,T=4h,LSTM,0.0,0.0007,0.9,0.9053
801,9,T=4h,LSTM,0.0,0.0011,0.9,0.91
801,10,T=4h,LSTM,0.0,-0.0108,0.9,0.8977
801,11,T=4h,LSTM,0.0,-0.0158,0.9,0.8855
801,12,T=4h,LSTM,0.0,-0.0035,0.9,0.8806
801,13,T=4h,LSTM,0.0,0.0077,0.9,0.9019
801,14,T=4h,LSTM,-0.165,-0.2351,0.7263,0.6524
801,15,T=4h,LSTM,-0.5,-0.4529,0.2,0.2579
801,16,T=4h,LSTM,0.0,-0.0042,0.2,0.2016
801,17,T=4h,LSTM,0.0,0.0026,0.2,0.1977
801,18,T=4h,LSTM,0.0,0.0199,0.2,0.2224
801,19,T=4h,LSTM,0.0,0.0068,0.2,0.2077
801,20,T=4h,LSTM,0.0,0.0012,0.2,0.1954
801,21,T=4h,LSTM,0.0,0.0365,0.2,0.2371
801,22,T=4h,LSTM,0.2704,0.1225,0.4569,0.3144
801,23,T=4h,LSTM,0.0,0.1489,0.4569,0.6133
802,0,T=4h,LSTM,0.0,0.0163,0.3523,0.3566
802,1,T=4h,LSTM,0.3,0.2739,0.6373,0.6144
802,2,T=4h,LSTM,0.2765,0.0876,0.9,0.7328
802,3,T=4h,LSTM,0.0,-0.0045,0.9,0.905
802,4,T=4h,LSTM,0.0,0.0049,0.9,0.9093
802,5,T=4h,LSTM,0.0,0.0024,0.9,0.8956
802,6,T=4h,LSTM,0.0,0.0013,0.9,0.8951
802,7,T=4h,LSTM,0.0,-0.0009,0.9,0.8955
