DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=24h,MLP,-0.4285,-0.6158,0.2,-0.0285
800,1,T=24h,MLP,0.0,0.1912,0.2,0.1193
800,2,T=24h,MLP,0.1368,0.126,0.33,0.2657
800,3,T=24h,MLP,0.3,0.2089,0.615,0.4673
800,4,T=24h,MLP,0.0,0.0995,0.615,0.5339
800,5,T=24h,MLP,0.3,0.2517,0.9,0.7748
800,6,T=24h,MLP,0.0,0.0219,0.9,0.7657
800,7,T=24h,MLP,0.0,0.0234,0.9,0.7376
800,8,T=24h,MLP,0.0,0.0028,0.9,0.7672
800,9,T=24h,MLP,0.0,-0.0326,0.9,0.7493
800,10,T=24h,MLP,0.0,0.0254,0.9,0.7795
800,11,T=24h,MLP,0.0,-0.0599,0.9,0.7578
800,12,T=24h,MLP,0.0,-0.1071,0.9,0.6403
800,13,T=24h,MLP,0.0,-0.0331,0.9,0.6063
800,14,T=24h,MLP,-0.165,-0.2487,0.7263,0.3425
800,15,T=24h,MLP,-0.5,-0.148,0.2,0.1767
800,16,T=24h,MLP,0.0,0.0953,0.2,0.2603
800,17,T=24h,MLP,0.0,-0.0753,0.2,0.217
800,18,T=24h,MLP,0.0,-0.0038,0.2,0.1759
800,19,T=24h,MLP,0.0,-0.0096,0.2,0.1636
800,20,T=24h,MLP,-0.0,0.0181,0.2,0.1734
800,21,T=24h,MLP,-0.0,-0.0982,0.2,0.1067
800,22,T=24h,MLP,0.1747,0.2701,0.366,0.3227
800,23,T=24h,MLP,0.3,0.2627,0.651,0.6301
801,0,T=24h,MLP,-0.244,-0.0957,0.2,0.3332
801,1,T=24h,MLP,0.0,-0.0542,0.2,0.2599
801,2,T=24h,MLP,0.3,0.1239,0.485,0.3715
801,3,T=24h,MLP,0.1368,0.1211,0.615,0.5183
801,4,T=24h,MLP,0.3,0.1862,0.9,0.684
801,5,T=24h,MLP,0.0,0.1758,0.9,0.8584
801,6,T=24h,MLP,0.0,0.0905,0.9,0.9097
