DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
800,0,T=1h,MLP,-0.4285,-0.4728,0.2,0.1825
800,1,T=1h,MLP,0,0.1022,0.2,0.2928
800,2,T=1h,MLP,0.1368,0.1296,0.33,0.3221
800,3,T=1h,MLP,0.3,0.3147,0.615,0.6345
800,4,T=1h,MLP,0,0.0284,0.615,0.63
800,5,T=1h,MLP,0.3,0.3343,0.9,0.936
800,6,T=1h,MLP,0,-0.0018,0.9,0.8996
800,7,T=1h,MLP,0,-0.0021,0.9,0.9009
800,8,T=1h,MLP,0,0.0022,0.9,0.899
800,9,T=1h,MLP,0,-0.0006,0.9,0.908
800,10,T=1h,MLP,0,-0.0031,0.9,0.9027
800,11,T=1h,MLP,0,0.0028,0.9,0.9024
800,12,T=1h,MLP,0,0.0021,0.9,0.8976
800,13,T=1h,MLP,0,-0.0693,0.9,0.8325
800,14,T=1h,MLP,-0.165,-0.3377,0.7263,0.5429
800,15,T=1h,MLP,-0.5,-0.5013,0.2,0.1867
800,16,T=1h,MLP,0,-0.0023,0.2,0.1948
800,17,T=1h,MLP,0,-0.0066,0.2,0.2023
800,18,T=1h,MLP,0,-0.001,0.2,0.2014
800,19,T=1h,MLP,0,0.0016,0.2,0.2008
800,20,T=1h,MLP,0,1.00E-04,0.2,0.2011
800,21,T=1h,MLP,0,0.0006,0.2,0.2011
800,22,T=1h,MLP,0.1747,0.1092,0.366,0.3188
800,23,T=1h,MLP,0.3,0.1584,0.651,0.522
801,0,T=1h,MLP,-0.244,0.0272,0.2,0.4738
801,1,T=1h,MLP,0,0.0422,0.2,0.2444
801,2,T=1h,MLP,0.3,0.1404,0.485,0.3296
801,3,T=1h,MLP,0.1368,0.1206,0.615,0.6032
801,4,T=1h,MLP,0.3,0.2956,0.9,0.8976
801,5,T=1h,MLP,0,-0.0028,0.9,0.8963
801,6,T=1h,MLP,0,-0.0018,0.9,0.9041
801,7,T=1h,MLP,0,-0.001,0.9,0.897
801,8,T=1h,MLP,0,0.004,0.9,0.9032
801,9,T=1h,MLP,0,-0.0005,0.9,0.8955
801,10,T=1h,MLP,0,-0.0162,0.9,0.8819
801,11,T=1h,MLP,0,-0.0168,0.9,0.8836
801,12,T=1h,MLP,0,-0.0035,0.9,0.8908
801,13,T=1h,MLP,0,-0.0013,0.9,0.8979
801,14,T=1h,MLP,-0.165,-0.2951,0.7263,0.5918
801,15,T=1h,MLP,-0.5,-0.45,0.2,0.2625
801,16,T=1h,MLP,0,-0.005,0.2,0.2025
801,17,T=1h,MLP,0,-0.0023,0.2,0.1909
801,18,T=1h,MLP,0,-0.0138,0.2,0.1862
801,19,T=1h,MLP,0,-0.0049,0.2,0.1965
801,20,T=1h,MLP,0,0.0002,0.2,0.2012
801,21,T=1h,MLP,0,-0.0033,0.2,0.1966
